"university";"country";"score";"year"
"University of Szeged";"Hungary";44.32;2015
"Kitasato University";"Japan";44.32;2015
"Hasselt University";"Belgium";44.32;2015
"University of Córdoba (Spain)";"Spain";44.32;2015
"Åbo Akademi University";"Finland";44.32;2015
"Tottori University";"Japan";44.32;2015
"Kindai University";"Japan";44.32;2015
"University of Castilla–La Mancha";"Spain";44.31;2015
"University of Augsburg";"Germany";44.31;2015
"Paul Valéry University, Montpellier III";"France";44.31;2015
"University of Mons";"Belgium";44.31;2015
"Istanbul Technical University";"Turkey";44.31;2015
"University of Natural Resources and Life Sciences, Vienna";"Austria";44.31;2015
"National University of La Plata";"Argentina";44.31;2015
"University of Calabria";"Italy";44.31;2015
"University of Memphis";"USA";44.3;2015
"G. d'Annunzio University, Chieti-Pescara";"Italy";44.3;2015
"University of Missouri–St. Louis";"USA";44.3;2015
"Beijing Institute of Technology";"China";44.3;2015
"University of Évry Val d'Essonne";"France";44.3;2015
"University of South Australia";"Australia";44.3;2015
"University of Alabama in Huntsville";"USA";44.3;2015
"University of Salzburg";"Austria";44.3;2015
"University of Mississippi Medical Center";"USA";44.29;2015
"National Research Nuclear University MEPhI";"Russia";44.29;2015
"Chung-Ang University";"South Korea";44.29;2015
"Kaohsiung Medical University";"Taiwan";44.29;2015
"University of Neuchâtel";"Switzerland";44.29;2015
"University of Yamanashi";"Japan";44.29;2015
"Yamagata University";"Japan";44.29;2015
"New Jersey Institute of Technology";"USA";44.28;2015
"East Carolina University";"USA";44.28;2015
"University of Hyogo";"Japan";44.28;2015
"University of Picardie Jules Verne";"France";44.28;2015
"University of Salento";"Italy";44.28;2015
"Northern Arizona University";"USA";44.28;2015
"Miguel Hernández University of Elche";"Spain";44.28;2015
"University of Tehran";"Iran";44.28;2015
"Blaise Pascal University";"France";44.28;2015
"Yeungnam University";"South Korea";44.27;2015
"Kurume University";"Japan";44.27;2015
"Institut national des sciences Appliquées de Lyon";"France";44.27;2015
"Saga University";"Japan";44.27;2015
"Chongqing University";"China";44.27;2015
"Jikei University School of Medicine";"Japan";44.27;2015
"Second Military Medical University";"China";44.27;2015
"Jawaharlal Nehru Centre for Advanced Scientific Research";"India";44.27;2015
"University of North Texas, Denton";"USA";44.27;2015
"Ege University";"Turkey";44.27;2015
"Mie University";"Japan";44.27;2015
"École Polytechnique de Montréal";"Canada";44.27;2015
"AGH University of Science and Technology";"Poland";44.26;2015
"University of Electronic Science and Technology of China";"China";44.26;2015
"University of Stirling";"United Kingdom";44.26;2015
"University of Greifswald";"Germany";44.26;2015
"National Polytechnic Institute";"Mexico";44.26;2015
"Jacobs University Bremen";"Germany";44.26;2015
"Capital Medical University";"China";44.26;2015
"Norwegian University of Life Sciences";"Norway";44.26;2015
"Michigan Technological University";"USA";44.25;2015
"Vilnius University";"Lithuania";44.25;2015
"North Dakota State University - Main Campus";"USA";44.25;2015
"University of Hohenheim";"Germany";44.25;2015
"University of North Carolina at Charlotte";"USA";44.25;2015
"Zhengzhou University";"China";44.25;2015
"Cairo University";"Egypt";44.25;2015
"University of Caen Lower Normandy";"France";44.25;2015
"Saitama Medical University";"Japan";44.25;2015
"University of Murcia";"Spain";44.24;2015
"Showa University";"Japan";44.24;2015
"University of Oldenburg";"Germany";44.24;2015
"Magna Græcia University of Catanzaro";"Italy";44.24;2015
"National Sun Yat-sen University";"Taiwan";44.24;2015
"Nanjing University of Science and Technology";"China";44.24;2015
"University of Concepción";"Chile";44.23;2015
"Chungbuk National University";"South Korea";44.23;2015
"Taipei Medical University";"Taiwan";44.23;2015
"Jaume I University";"Spain";44.23;2015
"Bowling Green State University";"USA";44.23;2015
"Nanjing University of Technology";"China";44.22;2015
"University of New England (Australia)";"Australia";44.22;2015
"Kangwon National University";"South Korea";44.22;2015
"Inje University";"South Korea";44.22;2015
"Aberystwyth University";"United Kingdom";44.22;2015
"University of Technology, Sydney";"Australia";44.22;2015
"University of Franche-Comté";"France";44.22;2015
"University of Sassari";"Italy";44.21;2015
"Chiang Mai University";"Thailand";44.21;2015
"Budapest University of Technology and Economics";"Hungary";44.21;2015
"University of Maribor";"Slovenia";44.21;2015
"University of Bradford";"United Kingdom";44.21;2015
"University of Perpignan Via Domitia";"France";44.21;2015
"Florida Institute of Technology";"USA";44.21;2015
"University of Brighton";"United Kingdom";44.21;2015
"University of Massachusetts Boston";"USA";44.21;2015
"Rio de Janeiro State University";"Brazil";44.21;2015
"Nagoya Institute of Technology";"Japan";44.2;2015
"Jiangnan University";"China";44.2;2015
"Murdoch University";"Australia";44.2;2015
"University of Wales, Trinity Saint David";"United Kingdom";44.2;2015
"University of Rouen";"France";44.2;2015
"The Catholic University of America";"USA";44.2;2015
"Wright State University - Dayton";"USA";44.2;2015
"Dankook University";"South Korea";44.2;2015
"Clarkson University";"USA";44.19;2015
"University of Regina";"Canada";44.19;2015
"Boğaziçi University";"Turkey";44.19;2015
"Kōchi University";"Japan";44.19;2015
"University of Miyazaki";"Japan";44.19;2015
"University of Electro-Communications";"Japan";44.19;2015
"University of Valladolid";"Spain";44.19;2015
"Bilkent University";"Turkey";44.19;2015
"Dublin City University";"Ireland";44.19;2015
"University of South Alabama";"USA";44.19;2015
"Sofia University";"Bulgaria";44.19;2015
"Ocean University of China";"China";44.19;2015
"King Fahd University of Petroleum and Minerals";"Saudi Arabia";44.19;2015
"University of Veterinary Medicine Vienna";"Austria";44.19;2015
"University of Alcalá";"Spain";44.18;2015
"Hunter College";"USA";44.18;2015
"All India Institute of Medical Sciences, New Delhi";"India";44.18;2015
"Gazi University";"Turkey";44.18;2015
"National University of Ireland, Maynooth";"Ireland";44.18;2015
"Tehran University of Medical Sciences";"Iran";44.18;2015
"University of the Ryukyus";"Japan";44.18;2015
"Florida Atlantic University";"USA";44.17;2015
"University of Siegen";"Germany";44.17;2015
"Huazhong Agricultural University";"China";44.17;2015
"University of Angers";"France";44.17;2015
"University of Seoul";"South Korea";44.17;2015
"Brock University";"Canada";44.17;2015
"Fukuoka University";"Japan";44.17;2015
"Hamamatsu University School of Medicine";"Japan";44.17;2015
"Nanjing Normal University";"China";44.17;2015
"National Chung Cheng University";"Taiwan";44.17;2015
"Nanjing Agricultural University";"China";44.16;2015
"University of the Republic (Uruguay)";"Uruguay";44.16;2015
"Sejong University";"South Korea";44.16;2015
"Makerere University";"Uganda";44.16;2015
"University of New Brunswick";"Canada";44.16;2015
"Northeastern University (China)";"China";44.16;2015
"University of Extremadura";"Spain";44.16;2015
"RMIT University";"Australia";44.16;2015
"Royal Veterinary College, University of London";"United Kingdom";44.16;2015
"Chung Yuan Christian University";"Taiwan";44.16;2015
"University of Osnabrück";"Germany";44.15;2015
"Northwest University (China)";"China";44.15;2015
"Chosun University";"South Korea";44.15;2015
"University of Orléans";"France";44.15;2015
"Jean Monnet University";"France";44.15;2015
"École centrale de Lyon";"France";44.15;2015
"University of Western Sydney";"Australia";44.15;2015
"Hefei University of Technology";"China";44.15;2015
"University of Massachusetts Lowell";"USA";44.15;2015
"Manchester Metropolitan University";"United Kingdom";44.14;2015
"Nanjing Medical University";"China";44.14;2015
"Kyoto Institute of Technology";"Japan";44.14;2015
"Shanghai Normal University";"China";44.14;2015
"Southwest University";"China";44.14;2015
"Adam Mickiewicz University in Poznań";"Poland";44.14;2015
"University of Calcutta";"India";44.14;2015
"University of Pécs";"Hungary";44.14;2015
"Queens College, City University of New York";"USA";44.14;2015
"University of Lleida";"Spain";44.14;2015
"Nanjing University of Aeronautics and Astronautics";"China";44.14;2015
"University of Western Brittany";"France";44.13;2015
"University of North Carolina at Greensboro";"USA";44.13;2015
"Pukyong National University";"South Korea";44.13;2015
"Fourth Military Medical University";"China";44.13;2015
"University of Fukui";"Japan";44.13;2015
"University of Southern Mississippi";"USA";44.13;2015
"University of Mannheim";"Germany";44.13;2015
"Shimane University";"Japan";44.13;2015
"China University of Geosciences (Wuhan)";"China";44.13;2015
"University of Thessaly";"Greece";44.13;2015
"Oakland University";"USA";44.13;2015
"Wilfrid Laurier University";"Canada";44.13;2015
"Teikyo University";"Japan";44.12;2015
"Saitama University";"Japan";44.12;2015
"Trent University";"Canada";44.12;2015
"Nicolaus Copernicus University in Toruń";"Poland";44.12;2015
"Tarbiat Modares University";"Iran";44.12;2015
"University of North Dakota";"USA";44.12;2015
"Isfahan University of Technology";"Iran";44.12;2015
"Fluminense Federal University";"Brazil";44.12;2015
"National Taiwan University of Science and Technology";"Taiwan";44.12;2015
"University of Lethbridge";"Canada";44.12;2015
"Federal University of Santa Catarina";"Brazil";44.12;2015
"University of Camerino";"Italy";44.12;2015
"University of Brasília";"Brazil";44.12;2015
"University of Wrocław";"Poland";44.12;2015
"University of Basilicata";"Italy";44.12;2015
"Jadavpur University";"India";44.11;2015
"South China Normal University";"China";44.11;2015
"University of Hyderabad";"India";44.11;2015
"Ritsumeikan University";"Japan";44.1;2015
"Carlos III University of Madrid";"Spain";44.1;2015
"University of Cyprus";"Cyprus";44.1;2015
"University of Texas at El Paso";"USA";44.1;2015
"University of Cádiz";"Spain";44.1;2015
"Shahid Beheshti University of Medical Sciences";"Iran";44.1;2015
"National Taiwan Normal University";"Taiwan";44.1;2015
"National University of Córdoba";"Argentina";44.1;2015
"Federal University of Paraná";"Brazil";44.1;2015
"University of Jaén";"Spain";44.09;2015
"University of California, Merced";"USA";44.09;2015
"University of Waikato";"New Zealand";44.09;2015
"University of Central Lancashire";"United Kingdom";44.09;2015
"Federal University of Pernambuco";"Brazil";44.09;2015
"University of Almería";"Spain";44.09;2015
"Federal University of São Carlos";"Brazil";44.09;2015
"Charles Darwin University";"Australia";44.09;2015
"Yangzhou University";"China";44.09;2015
"Wrocław University of Technology";"Poland";44.09;2015
"Hirosaki University";"Japan";44.08;2015
"National Taiwan Ocean University";"Taiwan";44.08;2015
"Jiangsu University";"China";44.08;2015
"Northwestern Polytechnical University";"China";44.08;2015
"Xiangtan University";"China";44.08;2015
"United Arab Emirates University";"United Arab Emirates";44.08;2015
"Gachon University";"South Korea";44.08;2015
"Hallym University";"South Korea";44.08;2015
"Harbin Engineering University";"China";44.07;2015
"Dokuz Eylül University";"Turkey";44.07;2015
"Jinan University";"China";44.07;2015
"Shiraz University";"Iran";44.07;2015
"Third Military Medical University";"China";44.07;2015
"Amirkabir University of Technology";"Iran";44.07;2015
"Public University of Navarre";"Spain";44.07;2015
"Federico Santa María Technical University";"Chile";44.07;2015
"Federal University of ABC";"Brazil";44.07;2015
"University of Puerto Rico at Mayagüez";"Puerto Rico";44.06;2015
"Southern Medical University";"China";44.06;2015
"University of Silesia";"Poland";44.06;2015
"Ain Shams University";"Egypt";44.06;2015
"University of Valenciennes and Hainaut-Cambresis";"France";44.06;2015
"Chung Shan Medical University";"Taiwan";44.06;2015
"National University of Colombia";"Colombia";44.06;2015
"South China Agricultural University";"China";44.06;2015
"Ibaraki University";"Japan";44.06;2015
"Fu Jen Catholic University";"Taiwan";44.06;2015
"Hunan Normal University";"China";44.06;2015
"Ulsan National Institute of Science and Technology";"South Korea";44.06;2015
"Federal University of Santa Maria";"Brazil";44.05;2015
"Shenzhen University";"China";44.05;2015
"Tianjin Medical University";"China";44.05;2015
"Beijing University of Technology";"China";44.05;2015
"University of Reims Champagne-Ardenne";"France";44.05;2015
"Yuan Ze University";"Taiwan";44.05;2015
"University of Chemistry and Technology, Prague";"Czech Republic";44.05;2015
"University of Limerick";"Ireland";44.05;2015
"China Medical University (PRC)";"China";44.04;2015
"Feng Chia University";"Taiwan";44.04;2015
"Zhejiang University of Technology";"China";44.04;2015
"Novosibirsk State University";"Russia";44.04;2015
"University of Bucharest";"Romania";44.04;2015
"Babeș-Bolyai University";"Romania";44.04;2015
"Mansoura University";"Egypt";44.04;2015
"University of Pau and Pays de l'Adour";"France";44.04;2015
"Henan Normal University";"China";44.04;2015
"Xidian University";"China";44.03;2015
"Federal University of Bahia";"Brazil";44.03;2015
"Southwest Jiaotong University";"China";44.03;2015
"Ryerson University";"Canada";44.03;2015
"King Abdulaziz University";"Saudi Arabia";44.03;2015
"University of the Algarve";"Portugal";44.03;2015
"Alexandria University";"Egypt";44.03;2015
"Federal University of Ceará";"Brazil";44.03;2015
"University of A Coruña";"Spain";44.02;2015
"China Pharmaceutical University";"China";44.02;2015
